p0_hero,p1_hero,p2_hero,p3_hero,p4_hero,p5_hero,p6_hero,p7_hero,p8_hero,p9_hero,radiant_win
39,107,32,73,65,49,26,28,68,93,FALSE
87,70,49,69,2,65,54,98,68,107,FALSE
28,17,29,86,32,30,107,98,34,69,TRUE
39,73,107,30,29,50,72,49,28,69,TRUE
69,28,68,40,54,6,65,61,20,50,FALSE
10,32,29,20,9,87,15,38,89,74,FALSE
103,74,20,65,93,29,43,107,111,8,TRUE
12,62,65,40,93,80,107,7,28,74,TRUE
110,106,41,68,93,29,73,88,20,70,TRUE
17,75,107,69,72,33,110,39,77,20,FALSE
49,87,60,91,81,13,109,69,30,55,TRUE
49,99,54,91,50,74,26,56,41,38,TRUE
26,5,38,98,106,29,58,22,93,30,FALSE
34,38,80,110,20,13,30,9,54,65,TRUE
21,72,100,30,28,49,111,69,107,94,FALSE
28,46,29,89,92,26,49,54,58,69,FALSE
54,60,65,26,98,69,91,16,49,36,FALSE
32,65,73,20,56,29,74,30,93,102,TRUE
63,98,65,20,50,112,49,54,26,88,FALSE
110,49,20,53,54,70,65,26,63,32,TRUE
86,91,65,49,54,26,39,29,71,63,TRUE
21,71,54,38,20,62,91,41,19,39,TRUE
87,104,47,54,110,60,8,41,43,79,FALSE
63,13,69,62,30,65,20,49,6,91,FALSE
34,103,41,69,20,74,29,5,32,54,TRUE
69,32,43,93,87,20,38,49,56,30,TRUE
54,49,65,20,58,33,50,98,12,26,FALSE
46,72,47,3,75,20,50,63,28,25,FALSE
107,8,9,111,60,71,55,39,54,87,FALSE
26,21,70,29,57,74,4,31,85,45,TRUE
87,93,43,86,55,33,29,39,54,26,TRUE
79,67,43,110,55,103,38,39,87,8,FALSE
20,6,13,87,55,110,41,43,56,107,FALSE
66,71,13,38,54,89,30,28,112,21,TRUE
102,74,6,30,20,62,26,72,34,41,TRUE
80,74,110,93,2,28,13,101,38,43,FALSE
103,26,54,74,41,12,80,102,3,110,TRUE
41,62,110,43,15,13,26,29,70,69,FALSE
69,73,102,112,110,23,30,49,77,58,FALSE
28,54,71,112,74,62,97,70,110,2,FALSE
69,43,56,26,41,29,74,30,103,54,TRUE
107,30,54,2,21,43,58,72,98,26,TRUE
55,31,93,43,60,1,29,65,26,110,TRUE
93,49,69,60,87,62,25,74,42,2,FALSE
73,2,26,59,58,69,43,28,54,50,FALSE
13,102,30,69,8,28,74,26,55,56,FALSE
2,86,72,73,112,69,55,26,43,10,FALSE
26,29,13,93,69,15,106,28,3,64,TRUE
15,74,55,3,71,87,60,43,80,107,FALSE
73,79,63,86,29,104,68,8,30,49,TRUE
40,49,41,60,30,69,34,20,77,55,FALSE
38,54,87,39,86,11,9,55,30,111,FALSE
65,32,3,109,41,63,54,104,26,87,TRUE
110,34,28,93,26,74,38,102,32,80,FALSE
30,91,65,39,109,69,62,47,67,87,FALSE
41,26,43,8,107,103,5,2,49,56,TRUE
87,53,93,100,89,5,49,99,77,91,FALSE
110,75,49,56,41,26,29,61,93,69,FALSE
26,41,34,56,110,86,107,43,67,55,FALSE
110,2,39,93,107,86,87,74,54,29,TRUE
20,69,47,8,29,26,55,15,18,71,FALSE
111,74,41,110,53,54,30,107,12,65,TRUE
51,36,19,91,3,26,98,54,31,69,FALSE
88,43,41,20,58,26,13,10,110,53,TRUE
111,43,54,26,28,69,21,41,20,68,TRUE
41,69,3,15,65,87,54,110,2,93,TRUE
107,29,54,93,87,41,26,83,8,65,TRUE
54,38,110,107,74,93,69,87,25,20,TRUE
74,102,30,28,106,9,41,31,23,38,TRUE
60,13,80,54,87,39,94,26,41,62,FALSE
29,54,26,9,19,79,38,74,93,62,FALSE
111,69,93,49,65,7,74,26,9,55,TRUE
26,55,42,11,103,20,41,111,72,94,TRUE
60,68,13,53,63,87,18,43,65,110,TRUE
30,43,107,29,93,77,50,74,53,38,FALSE
30,32,49,55,54,9,3,39,29,15,FALSE
18,53,34,28,110,87,13,60,41,56,TRUE
69,34,72,87,41,42,26,62,74,55,FALSE
68,54,88,69,34,20,110,43,67,51,TRUE
54,20,111,43,38,60,39,95,87,71,FALSE
107,3,55,9,73,111,54,28,110,49,FALSE
60,49,54,55,64,93,87,32,13,69,TRUE
87,13,41,38,69,74,93,55,23,110,TRUE
111,43,67,26,69,13,41,38,23,101,TRUE
69,49,111,38,63,60,74,54,5,88,TRUE
80,107,17,30,55,26,34,41,8,110,TRUE
72,49,65,60,30,15,41,26,19,91,FALSE
38,74,69,109,50,43,88,54,26,110,TRUE
28,94,107,87,60,91,18,3,43,65,FALSE
6,50,74,21,51,112,8,55,32,43,FALSE
86,54,55,87,13,39,111,73,112,29,FALSE
91,54,3,9,65,21,63,107,87,29,TRUE
3,73,41,111,9,18,62,110,34,51,TRUE
98,9,110,20,41,18,91,49,55,75,FALSE
8,100,43,41,111,39,28,110,26,38,TRUE
8,87,15,38,20,60,49,26,55,41,FALSE
26,13,110,55,106,28,20,29,49,3,FALSE
67,100,47,38,26,20,74,87,41,48,TRUE
55,1,97,26,110,90,107,54,51,43,FALSE
40,73,38,100,50,26,112,54,74,55,FALSE
99,39,93,88,91,68,65,63,26,41,FALSE
41,30,65,110,9,58,8,28,26,74,TRUE
5,107,8,65,49,55,77,11,26,58,TRUE
33,97,44,50,110,26,73,54,58,60,FALSE
5,103,54,73,55,63,49,38,79,50,FALSE
6,58,21,91,28,38,56,55,30,23,TRUE
20,91,54,28,47,107,49,56,31,41,FALSE
93,38,55,78,92,20,50,72,13,69,FALSE
38,15,93,20,55,87,91,49,65,19,TRUE
27,110,56,13,65,63,66,88,20,38,FALSE
69,49,6,52,111,28,80,43,87,107,FALSE
80,30,34,110,38,58,112,41,74,9,TRUE
2,65,56,103,110,38,8,74,87,69,FALSE
50,107,8,60,73,55,54,49,87,33,FALSE
54,106,28,87,62,60,8,55,110,13,TRUE
67,21,29,3,58,68,18,65,91,43,FALSE
53,6,49,87,107,110,7,34,41,18,FALSE
26,55,74,89,79,86,30,28,80,54,TRUE
50,107,59,65,49,41,63,13,111,110,TRUE
38,106,7,68,13,6,21,53,86,91,FALSE
32,30,54,43,69,63,49,29,26,58,TRUE
60,26,65,34,54,58,49,2,6,79,FALSE
77,74,88,7,50,26,69,72,12,98,FALSE
111,74,20,51,54,110,49,29,93,26,FALSE
20,22,2,93,26,50,55,49,32,48,FALSE
54,74,28,30,64,110,34,3,8,29,TRUE
26,13,54,111,28,77,74,55,3,32,FALSE
57,13,63,26,70,66,54,39,80,110,FALSE
100,77,45,30,71,3,54,39,60,110,FALSE
106,30,65,28,49,112,15,102,18,69,FALSE
29,62,74,72,87,44,26,55,54,69,TRUE
49,110,1,86,28,91,43,107,55,67,FALSE
23,68,93,62,69,58,49,38,30,77,TRUE
87,74,51,1,16,54,26,55,100,13,FALSE
28,68,2,74,30,55,38,34,54,26,FALSE
36,87,93,32,69,103,73,20,56,65,TRUE
20,13,110,55,54,39,50,28,86,53,FALSE
110,43,53,54,2,89,26,60,69,13,TRUE
49,110,8,75,65,91,39,88,55,77,FALSE
3,39,53,8,69,29,110,106,54,26,TRUE
23,26,106,58,55,68,49,107,53,77,FALSE
87,13,80,54,69,29,107,74,77,50,FALSE
94,87,106,69,29,2,15,107,55,77,TRUE
40,46,2,20,69,29,58,74,12,50,FALSE
72,87,88,2,69,20,52,110,55,77,FALSE
39,31,38,30,73,67,26,55,74,107,TRUE
52,87,96,79,61,32,65,39,30,54,TRUE
54,30,55,100,39,43,62,41,8,87,FALSE
110,41,106,26,72,39,20,28,86,61,FALSE
59,50,55,69,49,106,62,29,8,30,FALSE
44,110,41,15,26,103,65,49,54,75,FALSE
43,87,96,83,63,62,30,54,11,53,FALSE
38,8,49,98,87,81,69,19,26,91,TRUE
50,98,65,77,107,73,62,28,54,31,FALSE
13,26,93,110,65,52,50,28,86,53,FALSE
28,91,99,65,30,110,74,41,98,71,TRUE
55,106,107,54,87,56,65,3,26,89,TRUE
49,87,93,111,53,94,68,106,100,55,FALSE
28,41,26,107,74,2,54,88,21,87,FALSE
86,43,110,8,38,54,87,2,74,55,TRUE
77,87,111,43,38,69,54,112,39,2,FALSE
107,43,52,54,38,72,26,112,74,69,TRUE
100,68,8,93,65,69,39,54,110,55,FALSE
69,63,20,13,38,54,107,30,49,65,TRUE
41,112,39,20,38,29,77,21,30,54,TRUE
54,34,65,38,30,87,94,8,55,69,FALSE
62,74,2,54,68,8,15,60,32,26,TRUE
69,26,7,13,93,110,65,43,18,20,TRUE
87,38,13,12,112,58,26,41,22,6,FALSE
69,9,26,39,80,62,3,98,106,54,FALSE
26,91,13,33,93,38,54,87,52,28,TRUE
42,91,3,106,88,87,26,55,54,13,FALSE
69,77,3,13,38,18,100,43,111,41,FALSE
87,107,28,56,9,42,50,26,43,55,TRUE
93,91,73,51,30,69,8,3,34,80,FALSE
63,38,55,39,87,91,93,3,13,98,TRUE
19,68,41,91,65,62,73,31,56,55,TRUE
21,32,3,73,29,54,62,43,41,30,FALSE
100,72,73,112,2,87,22,89,55,26,TRUE
69,26,104,67,110,77,32,20,65,8,FALSE
98,38,30,102,18,26,73,67,68,53,TRUE
15,63,98,60,26,29,49,54,30,87,FALSE
97,74,54,23,26,93,9,39,2,3,TRUE
87,41,74,110,53,3,54,28,60,43,FALSE
112,63,38,69,9,30,42,58,43,28,FALSE
87,67,91,43,65,3,1,41,30,34,TRUE
41,98,43,110,30,54,17,26,29,107,FALSE
28,62,26,70,39,54,43,30,55,23,FALSE
89,41,26,9,79,66,55,64,39,77,TRUE
68,49,107,38,70,106,31,29,54,32,FALSE
99,90,87,21,70,74,2,93,26,62,FALSE
38,43,86,53,72,28,68,2,74,20,FALSE
2,58,34,110,9,5,103,97,41,8,FALSE
41,30,39,110,9,20,26,74,38,77,FALSE
33,43,80,107,111,19,73,88,85,91,TRUE
43,20,53,100,8,39,90,99,86,38,FALSE
87,2,8,54,62,112,93,69,26,73,TRUE
71,43,29,63,87,26,41,74,93,68,FALSE
3,43,55,8,2,110,49,28,87,54,FALSE
74,29,26,69,98,73,32,20,28,54,TRUE
71,26,56,29,8,74,59,110,62,2,TRUE
16,54,49,87,32,50,72,29,20,12,TRUE
38,87,74,61,65,72,34,60,30,64,TRUE
2,77,55,87,71,16,111,13,100,54,TRUE
38,26,9,107,67,93,77,60,3,111,TRUE
91,47,54,87,29,66,26,63,43,41,TRUE
102,26,59,13,28,8,110,38,87,17,FALSE
32,30,77,74,65,38,43,63,20,29,TRUE
70,29,110,74,31,54,69,87,49,86,TRUE
87,62,72,49,65,110,43,93,26,41,FALSE
13,69,93,87,61,33,38,98,54,26,FALSE
94,107,109,87,29,38,69,73,54,30,TRUE
43,33,12,87,38,29,107,49,54,50,TRUE
38,43,8,69,50,31,52,87,29,54,FALSE
28,71,20,73,98,32,68,29,54,17,FALSE
53,104,12,62,50,60,73,110,28,54,FALSE
69,87,7,43,54,73,111,112,8,28,FALSE
49,101,41,64,61,98,66,21,110,28,TRUE
36,69,26,71,8,86,55,74,18,62,FALSE
52,50,89,86,60,59,66,88,111,28,FALSE
26,88,47,54,110,21,68,28,20,65,TRUE
77,20,74,62,65,39,110,28,86,53,TRUE
71,73,110,8,28,69,93,49,87,98,TRUE
107,93,74,87,55,111,73,52,8,38,TRUE
107,13,40,67,55,7,8,34,111,60,FALSE
110,18,21,87,55,7,32,94,39,3,TRUE
62,49,29,20,10,31,30,54,43,69,FALSE
50,30,77,98,28,91,73,99,86,72,FALSE
7,19,54,111,91,33,50,39,18,38,FALSE
38,30,56,74,69,107,65,20,109,43,FALSE
28,93,43,87,107,38,110,49,106,26,FALSE
41,38,13,32,110,65,87,106,77,91,FALSE
50,91,10,38,49,106,62,2,8,30,TRUE
28,26,29,74,20,110,103,46,41,18,FALSE
11,107,12,68,53,38,43,63,20,54,FALSE
87,67,49,68,69,43,86,19,55,110,TRUE
69,52,54,2,30,51,38,49,8,20,FALSE
107,74,54,25,89,46,20,93,38,53,TRUE
106,61,110,41,20,31,29,54,32,49,FALSE
41,20,74,54,110,87,29,38,47,63,FALSE
56,26,28,71,8,65,106,20,54,32,FALSE
110,18,13,61,91,54,87,43,111,29,TRUE
2,73,60,20,64,77,31,110,34,41,TRUE
63,38,43,41,111,54,49,13,20,55,FALSE
30,43,3,109,28,54,87,65,74,32,FALSE
20,49,110,28,80,8,58,65,87,38,TRUE
6,43,38,107,111,110,39,29,102,44,TRUE
77,20,39,62,53,38,43,100,98,18,FALSE
74,93,90,61,27,106,43,69,64,25,FALSE
91,73,69,26,8,28,107,74,70,87,FALSE
29,107,106,59,50,103,73,87,2,93,FALSE
86,49,38,50,72,33,32,98,93,87,FALSE
18,2,74,30,55,69,43,87,28,77,FALSE
32,73,26,28,54,94,107,12,20,38,TRUE
54,111,8,38,74,87,106,65,49,32,TRUE
62,106,55,69,13,6,38,86,94,50,FALSE
28,43,30,54,60,88,26,69,87,109,FALSE
103,111,74,107,109,32,26,54,65,43,TRUE
60,94,13,111,7,77,49,55,3,71,FALSE
27,43,85,53,45,28,54,30,15,7,FALSE
55,8,73,5,32,87,98,29,69,48,TRUE
8,43,55,3,71,110,54,49,38,20,TRUE
30,110,93,74,41,20,39,8,26,28,TRUE
46,31,29,41,87,28,68,47,77,26,FALSE
28,58,39,1,87,67,68,55,74,107,FALSE
64,66,49,18,65,22,103,110,56,41,FALSE
28,68,55,46,100,51,107,74,8,87,FALSE
20,86,74,65,18,62,43,54,26,28,FALSE
50,107,46,65,89,110,74,106,68,41,TRUE
5,103,74,38,77,107,73,67,87,65,TRUE
60,49,111,28,54,65,32,98,93,86,TRUE
28,49,87,110,54,93,62,3,74,55,FALSE
38,110,98,109,26,62,73,87,29,93,FALSE
94,32,87,98,65,47,107,20,41,72,TRUE
87,22,55,2,112,54,26,62,49,98,FALSE
73,32,30,98,65,2,94,63,14,101,TRUE
112,43,8,58,28,60,74,110,29,77,TRUE
58,43,107,63,77,91,65,8,27,99,TRUE
112,43,18,86,55,87,94,110,28,6,FALSE
31,107,54,38,73,32,98,87,28,70,FALSE
38,49,87,28,77,110,107,8,55,41,FALSE
20,49,107,28,77,110,26,8,41,18,FALSE
58,80,87,28,63,110,103,46,65,42,FALSE
28,54,87,32,11,8,26,18,55,107,FALSE
103,93,43,69,87,107,29,35,26,18,TRUE
33,26,43,88,77,54,110,29,107,49,FALSE
32,18,55,112,8,69,87,74,54,88,FALSE
38,20,34,88,70,41,110,55,64,49,FALSE
8,62,41,103,97,74,106,50,55,87,FALSE
74,10,50,55,87,8,20,102,101,73,TRUE
98,42,69,112,20,54,49,65,107,87,FALSE
80,38,43,62,87,74,8,55,26,32,TRUE
85,29,49,54,87,69,68,41,15,109,TRUE
34,87,38,107,77,30,65,8,43,32,FALSE
49,72,38,30,20,65,98,77,87,85,FALSE
65,69,18,87,85,43,93,55,30,107,TRUE
32,72,87,41,98,58,28,38,31,73,FALSE
87,69,1,29,8,2,107,74,65,26,TRUE
79,96,69,20,74,107,87,28,63,18,FALSE
93,9,13,69,87,26,42,65,68,28,FALSE
109,26,62,106,55,57,19,98,14,7,TRUE
57,2,74,64,18,68,41,34,98,87,FALSE
10,46,26,28,107,74,70,29,20,75,FALSE
87,43,28,110,56,26,57,70,91,19,TRUE
110,43,41,87,93,88,50,53,20,67,TRUE
8,27,53,47,111,93,2,3,13,9,FALSE
38,11,77,60,26,54,84,28,87,106,TRUE
110,10,107,112,18,29,26,87,93,94,TRUE
18,74,28,110,31,60,86,39,53,54,FALSE
107,46,26,55,93,86,8,28,110,49,TRUE
1,87,74,98,9,46,18,5,38,32,FALSE
97,3,93,46,87,20,26,29,54,21,TRUE
56,43,38,110,107,100,111,74,28,6,TRUE
71,21,110,28,8,87,18,55,32,74,TRUE
5,62,56,44,54,26,74,28,41,31,FALSE
63,30,38,87,46,76,18,26,57,54,TRUE
61,20,9,38,34,104,35,41,110,32,TRUE
93,87,62,74,55,73,9,110,107,98,TRUE
98,47,65,91,107,71,30,13,53,63,TRUE
3,98,32,55,72,107,59,65,111,43,FALSE
91,19,26,65,61,41,87,32,74,38,TRUE
63,73,28,3,107,26,91,9,65,93,FALSE
77,107,112,43,55,69,6,3,13,53,FALSE
9,39,41,87,68,26,8,29,43,50,TRUE
62,9,55,26,106,72,46,69,31,87,TRUE
98,5,8,62,55,87,51,107,49,77,TRUE
31,74,28,26,8,107,54,65,111,43,FALSE
54,73,41,3,68,110,8,106,65,87,FALSE
93,2,111,43,55,58,94,20,41,49,TRUE
106,69,107,74,87,41,67,43,68,20,FALSE
26,89,41,110,72,68,30,28,47,8,TRUE
87,69,72,98,47,8,28,20,43,111,FALSE
110,2,20,48,49,74,26,93,55,107,FALSE
98,65,54,33,87,28,42,107,43,26,FALSE
54,49,20,107,55,41,74,65,110,32,TRUE
8,43,87,38,103,41,17,112,6,20,FALSE
65,26,94,2,62,20,54,55,43,87,TRUE
93,107,110,28,40,18,43,65,20,85,FALSE
34,69,28,20,32,41,103,18,87,13,FALSE
51,28,20,98,111,55,26,49,93,62,TRUE
3,106,97,38,112,87,28,54,94,32,FALSE
2,89,69,13,26,73,87,72,107,41,FALSE
61,103,54,87,73,106,43,20,110,41,TRUE
26,65,94,6,62,71,106,49,87,69,TRUE
38,50,34,109,20,41,98,68,94,32,TRUE
1,28,50,13,75,41,87,34,109,20,TRUE
34,107,25,55,18,30,77,28,111,43,TRUE
6,100,20,33,13,55,103,106,87,18,FALSE
49,28,63,60,3,98,29,32,93,26,FALSE
110,30,13,67,41,6,87,20,99,28,TRUE
41,103,18,87,106,74,63,26,29,33,FALSE
62,93,28,87,8,18,26,73,69,107,TRUE
13,93,107,27,69,26,62,43,17,28,TRUE
1,28,86,32,106,69,21,18,26,89,TRUE
10,103,26,38,74,41,110,13,67,87,FALSE
89,2,58,20,28,110,93,41,87,34,FALSE
110,62,54,65,17,63,27,107,69,13,FALSE
72,28,23,20,30,74,36,18,87,94,TRUE
26,38,49,18,32,74,20,87,94,55,TRUE
26,41,110,53,12,74,98,106,30,86,TRUE
26,7,21,41,93,70,107,111,74,98,FALSE
93,69,88,74,41,26,54,65,89,110,TRUE
38,43,49,14,27,26,73,28,110,72,TRUE
76,7,9,29,21,26,54,96,49,60,TRUE
94,28,20,9,17,106,93,107,30,38,TRUE
27,93,74,64,48,34,26,107,54,29,FALSE
38,97,18,75,28,49,93,102,26,2,FALSE
57,98,96,88,100,8,91,47,28,26,FALSE
54,107,28,30,19,53,57,44,4,59,TRUE
8,43,88,3,62,32,93,34,30,55,FALSE
20,74,26,38,10,64,28,41,31,98,TRUE
60,20,18,39,50,49,41,54,26,110,TRUE
56,34,60,87,50,100,54,17,30,28,FALSE
8,98,110,112,18,28,103,87,74,9,FALSE
18,26,51,107,74,60,46,110,28,63,FALSE
87,43,50,28,89,67,5,41,103,39,TRUE
103,8,50,77,28,69,107,74,68,93,TRUE
54,30,5,34,28,6,43,55,87,20,FALSE
87,103,93,29,8,10,28,74,107,30,TRUE
59,74,102,107,26,8,87,90,97,99,TRUE
40,107,87,65,94,26,8,41,110,34,FALSE
6,65,63,50,3,86,54,28,13,20,TRUE
50,38,107,77,74,32,49,57,20,8,FALSE
10,43,51,37,32,8,30,74,41,71,TRUE
71,55,77,20,8,18,49,65,87,62,FALSE
6,107,69,110,39,26,56,43,103,41,FALSE
17,38,77,32,30,26,76,55,91,72,TRUE
62,106,69,20,8,87,55,71,77,74,FALSE
93,43,55,107,20,110,29,34,54,26,TRUE
26,8,55,72,107,39,63,41,103,87,FALSE
18,103,5,28,8,29,50,17,77,20,TRUE
49,109,38,110,20,32,98,55,87,39,FALSE
110,2,103,94,56,23,49,41,72,20,TRUE
41,74,61,110,20,28,17,87,63,103,FALSE
63,98,21,87,2,91,20,54,43,42,FALSE
39,93,26,55,107,41,43,20,87,109,TRUE
103,77,50,28,8,29,20,106,18,68,FALSE
65,54,98,86,87,20,8,28,23,74,FALSE
32,57,65,93,25,107,89,29,20,43,TRUE
20,110,41,109,74,13,54,60,87,28,TRUE
6,94,20,41,110,1,43,29,37,62,FALSE
91,73,30,2,63,8,87,55,107,78,TRUE
23,29,109,43,30,74,65,54,38,26,FALSE
98,20,28,47,50,17,55,93,87,32,FALSE
41,103,87,13,18,28,39,29,69,26,TRUE
18,20,38,91,19,107,8,65,87,36,FALSE
110,18,41,23,43,13,28,1,87,107,TRUE
8,70,55,87,107,20,110,41,6,47,TRUE
20,65,8,43,62,54,27,32,51,72,TRUE
31,106,69,8,111,62,49,55,3,77,TRUE
54,39,60,58,30,28,21,87,107,93,TRUE
20,41,87,34,109,43,54,98,30,107,TRUE
87,62,51,63,74,20,12,107,43,28,TRUE
8,65,60,18,20,41,110,70,74,87,FALSE
10,32,79,13,55,83,28,54,94,87,FALSE
54,17,55,93,20,2,8,41,26,106,TRUE
17,55,8,87,107,62,26,72,74,65,FALSE
70,73,69,87,107,19,25,72,29,91,TRUE
80,7,110,28,99,93,32,97,55,30,FALSE
41,103,34,87,18,17,67,50,29,20,FALSE
32,34,8,87,103,55,74,30,107,67,TRUE
2,31,106,98,38,17,32,55,91,81,TRUE
38,2,41,13,111,74,70,107,50,55,FALSE
65,8,17,32,3,106,86,54,55,62,TRUE
12,51,32,54,87,101,9,29,20,6,TRUE
29,20,39,6,92,55,110,43,87,54,TRUE
43,111,13,107,67,2,30,9,39,69,FALSE
109,107,55,43,111,33,26,54,98,88,FALSE
26,31,73,13,70,46,87,54,28,85,FALSE
110,26,28,89,93,107,58,39,74,69,FALSE
74,8,7,27,49,93,50,26,69,47,FALSE
72,73,69,87,54,6,94,13,37,3,TRUE
34,18,55,25,107,28,43,88,20,38,TRUE
54,57,26,65,43,18,49,68,107,55,TRUE
26,71,73,36,18,103,28,87,21,94,TRUE
20,99,47,26,94,28,49,25,2,43,TRUE
28,26,32,74,29,41,18,103,43,30,FALSE
54,49,28,111,87,98,8,55,112,107,FALSE
110,93,22,41,30,58,39,54,38,71,TRUE
49,15,60,3,83,32,26,28,54,106,FALSE
15,77,20,50,38,63,49,65,90,62,FALSE
43,110,38,31,93,26,21,28,18,37,TRUE
34,110,18,26,55,50,47,85,28,54,FALSE
3,1,60,97,30,32,67,74,64,55,TRUE
103,110,41,93,74,70,39,28,20,32,FALSE
31,7,47,18,98,8,2,43,28,87,FALSE
86,69,20,54,34,109,30,110,41,25,FALSE
54,31,97,1,47,11,71,55,72,50,TRUE
98,110,94,32,57,46,26,97,69,54,FALSE
112,54,61,38,94,26,93,2,110,15,FALSE
56,74,60,111,107,3,87,28,80,43,FALSE
87,91,52,65,8,54,107,20,74,28,TRUE
68,74,86,109,41,107,54,43,3,60,TRUE
66,109,74,64,20,87,39,41,9,29,FALSE
91,55,11,30,6,74,32,25,44,41,FALSE
74,56,85,20,38,91,39,96,111,18,TRUE
74,5,8,29,62,2,103,18,13,87,TRUE
8,41,103,30,93,98,107,28,26,2,TRUE
41,103,73,70,26,17,20,8,65,87,FALSE
74,109,41,50,20,18,55,68,107,19,FALSE
110,39,20,41,93,107,74,55,87,106,TRUE
98,26,72,107,29,32,55,49,70,20,FALSE
74,54,69,87,60,56,107,20,41,8,FALSE
12,28,56,87,85,22,8,41,103,26,TRUE
92,55,107,74,77,31,8,69,3,49,TRUE
103,74,86,65,93,18,110,43,29,20,TRUE
13,28,77,110,20,74,93,87,55,69,TRUE
32,17,87,55,54,43,26,8,38,3,TRUE
111,43,53,6,26,110,54,103,2,34,FALSE
74,107,54,2,87,94,110,103,65,28,FALSE
29,56,91,73,20,110,63,41,23,74,FALSE
29,74,111,77,62,39,8,55,71,26,FALSE
34,18,55,25,107,8,29,110,17,87,FALSE
20,89,28,86,43,41,74,50,18,23,TRUE
77,30,46,28,32,61,54,49,87,60,FALSE
18,20,110,43,28,74,54,16,87,65,TRUE
8,77,38,111,50,62,17,55,72,20,FALSE
93,68,21,54,62,47,69,87,71,77,TRUE
11,41,3,28,110,10,31,55,69,32,TRUE
103,98,87,93,28,18,49,55,107,20,TRUE
101,6,41,110,49,98,87,54,65,60,FALSE
32,98,65,8,20,49,70,55,50,107,TRUE
53,38,106,8,30,45,100,58,49,93,FALSE
107,93,68,55,49,98,51,87,101,8,FALSE
13,107,55,30,54,88,74,28,87,93,TRUE
6,9,13,20,91,43,112,56,38,60,TRUE
106,44,28,103,26,20,87,41,39,72,FALSE
26,106,70,69,55,93,13,107,51,27,TRUE
28,68,65,47,107,21,41,18,103,110,FALSE
8,43,38,87,91,93,55,34,107,111,TRUE
69,34,93,87,38,29,107,18,74,20,TRUE
26,9,107,110,8,101,87,28,74,63,FALSE
20,98,65,50,77,54,49,55,62,68,FALSE
43,87,18,28,62,100,26,55,54,8,TRUE
87,111,61,43,6,74,7,8,65,62,FALSE
8,87,107,65,17,62,58,74,55,93,TRUE
54,26,33,87,39,111,41,43,20,28,FALSE
74,5,94,41,62,43,54,71,20,55,TRUE
2,93,75,34,55,49,98,110,26,41,TRUE
28,44,20,107,98,55,32,78,93,87,FALSE
6,11,55,86,50,39,29,1,69,87,TRUE
93,107,20,55,19,54,7,8,87,103,FALSE
103,39,65,30,93,18,41,43,62,20,FALSE
26,107,109,51,43,93,39,31,50,28,TRUE
43,18,55,86,107,39,5,8,62,65,FALSE
65,21,93,32,68,106,47,41,20,91,TRUE
1,65,32,43,111,107,55,39,62,89,TRUE
103,26,41,56,74,20,86,38,110,46,TRUE
62,41,49,8,30,69,17,87,18,28,TRUE
87,20,28,13,6,8,26,41,110,35,TRUE
87,43,68,33,54,93,49,65,107,20,FALSE
6,94,28,23,91,65,67,77,110,87,FALSE
8,69,87,17,41,2,106,103,28,26,FALSE
107,8,34,97,111,23,74,87,55,70,TRUE
26,38,49,6,20,87,110,89,61,54,FALSE
85,41,21,87,7,28,54,22,75,57,TRUE
111,21,106,87,55,30,8,58,28,74,FALSE
87,55,71,49,18,28,43,65,62,20,TRUE
87,54,34,71,37,103,94,31,28,41,TRUE
18,94,68,110,51,28,21,75,54,20,TRUE
38,17,8,98,20,49,93,55,30,107,TRUE
69,1,26,34,38,110,93,22,71,30,FALSE
71,54,26,34,99,70,20,28,87,22,TRUE
63,39,103,41,100,73,32,20,93,65,FALSE
26,63,69,41,39,107,21,30,54,65,TRUE
20,55,71,17,49,93,43,62,68,103,FALSE
30,54,68,29,73,20,41,49,109,79,FALSE
87,93,110,97,28,69,47,8,55,26,FALSE
41,87,67,26,15,9,95,28,57,3,TRUE
41,30,94,110,8,87,29,18,34,69,FALSE
20,8,55,43,32,26,70,74,28,50,TRUE
95,35,65,50,107,54,87,110,43,28,TRUE
91,18,3,98,65,28,32,33,87,8,TRUE
41,85,64,50,12,107,54,26,28,61,TRUE
68,54,106,26,41,28,32,29,64,49,FALSE
8,17,38,110,20,26,43,107,55,10,TRUE
91,34,20,104,59,8,17,87,29,23,TRUE
41,98,32,22,2,26,94,110,28,6,TRUE
21,26,69,93,98,50,17,28,100,43,FALSE
6,15,21,26,91,38,49,55,87,54,TRUE
70,98,26,65,87,103,18,20,55,106,TRUE
90,31,28,98,54,6,20,79,51,74,TRUE
36,98,65,37,86,32,43,8,20,88,FALSE
62,8,21,87,65,43,9,41,26,110,TRUE
19,73,69,87,32,41,110,8,49,26,FALSE
19,8,20,29,91,93,86,55,107,99,TRUE
13,54,20,38,30,69,26,21,65,44,FALSE
38,88,8,98,111,18,43,65,60,20,FALSE
72,98,107,87,69,65,20,43,18,23,FALSE
8,65,107,55,26,6,20,41,110,40,FALSE
93,49,65,107,75,110,43,55,18,20,TRUE
110,8,41,23,34,33,65,87,10,32,TRUE
93,26,17,55,110,68,11,54,30,69,TRUE
43,62,101,7,54,93,55,32,39,87,FALSE
32,21,55,20,93,110,41,39,18,26,FALSE
54,29,65,20,91,38,39,61,26,63,TRUE
34,51,15,30,32,107,54,29,87,74,TRUE
