p0_hero,p1_hero,p2_hero,p3_hero,p4_hero,p5_hero,p6_hero,p7_hero,p8_hero,p9_hero,radiant_win
54,23,55,26,74,6,107,33,20,39,FALSE
41,110,77,49,87,69,39,55,67,26,TRUE
91,28,73,20,63,93,43,65,107,87,FALSE
33,18,43,20,29,39,26,54,55,91,FALSE
28,87,57,29,80,20,68,34,77,38,FALSE
78,50,109,3,61,18,7,98,87,38,TRUE
54,13,26,28,110,20,93,43,41,30,FALSE
72,20,43,55,87,6,26,110,41,40,FALSE
110,25,112,54,38,29,26,107,109,88,FALSE
51,20,93,49,60,62,74,28,110,2,FALSE
93,87,110,43,41,17,26,8,29,107,FALSE
73,26,110,53,93,87,91,49,8,28,TRUE
43,20,87,54,38,91,26,41,94,99,FALSE
30,8,28,102,44,54,29,50,98,38,FALSE
110,74,26,93,29,59,87,107,51,43,TRUE
6,107,74,110,41,65,90,54,86,99,TRUE
15,93,75,31,41,47,110,34,87,18,FALSE
87,32,13,18,55,44,26,23,53,28,TRUE
1,2,75,8,55,110,6,41,87,74,TRUE
73,26,72,28,107,103,109,20,29,74,FALSE
43,87,100,8,28,32,110,34,2,54,TRUE
49,87,8,32,55,23,52,43,26,41,TRUE
43,107,93,110,41,78,31,109,50,38,FALSE
8,33,97,107,110,20,28,86,6,74,FALSE
112,10,29,8,62,20,106,41,110,43,TRUE
67,26,43,60,55,35,103,87,102,41,TRUE
54,55,106,110,38,8,49,63,62,30,FALSE
73,58,65,54,26,106,43,41,110,103,TRUE
26,69,10,28,49,13,86,41,103,44,TRUE
39,26,8,38,87,62,73,93,86,28,TRUE
69,94,8,87,110,41,72,26,73,111,FALSE
87,107,28,43,1,69,62,23,94,55,FALSE
38,98,51,8,5,58,18,41,30,34,TRUE
107,43,63,98,26,5,8,109,103,2,TRUE
20,74,29,8,110,18,17,87,38,26,TRUE
26,8,49,32,55,69,98,77,111,87,FALSE
41,30,23,11,109,62,18,34,87,65,FALSE
93,43,29,62,20,98,54,87,39,107,TRUE
39,6,28,20,110,8,55,106,69,87,TRUE
65,62,54,98,87,92,29,26,18,74,TRUE
107,106,93,26,55,87,89,29,111,52,TRUE
26,107,55,70,34,110,8,28,74,87,TRUE
51,30,100,41,47,110,69,8,87,15,FALSE
87,98,34,38,18,20,28,109,33,74,FALSE
46,68,38,93,20,98,26,109,69,21,FALSE
6,43,38,20,53,73,110,68,29,63,FALSE
110,98,39,30,41,99,36,70,66,91,TRUE
39,98,26,28,14,87,20,49,8,41,FALSE
98,94,60,9,38,17,55,54,7,110,FALSE
32,87,52,65,94,91,28,20,43,99,FALSE
87,54,55,2,98,38,17,29,112,8,TRUE
28,21,20,26,8,87,3,39,18,65,FALSE
94,5,60,111,41,20,103,109,65,73,FALSE
74,56,112,41,100,42,54,17,32,25,TRUE
70,87,21,41,31,43,28,14,8,26,TRUE
50,47,8,43,62,93,34,2,32,30,TRUE
21,28,42,87,85,74,72,29,86,26,FALSE
30,98,51,62,8,26,55,71,18,17,FALSE
13,26,54,84,28,93,87,99,20,34,FALSE
110,42,98,107,2,28,73,54,58,30,FALSE
107,98,74,26,60,111,18,32,49,28,TRUE
97,84,61,26,18,50,7,43,54,98,FALSE
86,26,43,38,18,102,10,74,87,2,TRUE
39,2,30,110,18,36,100,102,67,94,FALSE
111,109,32,43,29,107,93,13,68,38,FALSE
49,31,109,86,38,50,20,34,77,28,TRUE
78,50,72,3,61,87,2,43,54,55,FALSE
87,77,32,34,28,38,73,9,71,31,FALSE
13,90,94,64,41,110,20,99,73,65,FALSE
103,56,21,87,28,20,54,62,74,2,FALSE
55,104,77,111,91,5,107,8,28,73,FALSE
40,14,73,9,3,87,67,107,13,55,FALSE
5,107,74,65,109,58,43,54,85,87,TRUE
103,26,2,39,54,110,6,94,41,20,FALSE
112,18,43,41,31,101,87,54,28,73,FALSE
69,28,56,3,34,38,54,36,80,87,TRUE
58,54,20,43,38,62,72,98,55,87,TRUE
110,49,41,26,93,29,106,19,86,91,TRUE
72,50,29,103,106,6,74,41,20,68,FALSE
98,26,54,112,74,101,110,8,65,41,FALSE
2,43,54,110,30,107,8,28,87,93,FALSE
109,43,28,26,20,8,74,41,101,5,FALSE
18,103,20,65,8,87,49,67,29,107,FALSE
54,34,102,26,107,59,43,69,87,111,FALSE
72,106,55,87,62,6,21,13,30,91,FALSE
87,8,28,23,47,86,13,29,18,62,TRUE
80,65,63,14,3,111,13,60,54,61,TRUE
55,107,106,109,20,8,112,62,69,19,TRUE
69,49,57,110,93,68,10,2,23,43,FALSE
43,8,29,20,38,74,28,87,6,101,TRUE
65,5,54,62,2,8,98,55,26,32,FALSE
65,70,54,87,69,32,29,3,47,8,TRUE
17,55,54,2,87,21,50,107,28,93,TRUE
18,49,55,62,30,28,94,20,43,111,TRUE
41,62,22,12,87,43,70,65,26,107,FALSE
20,56,38,65,98,41,110,106,49,112,TRUE
56,41,20,34,38,54,43,112,107,28,FALSE
94,100,8,50,28,32,73,107,55,44,FALSE
32,98,73,26,54,20,93,41,23,34,TRUE
72,94,28,87,69,29,86,70,8,33,TRUE
25,55,62,2,73,41,110,106,49,87,TRUE
28,62,27,70,74,32,43,87,41,54,FALSE
94,50,20,41,98,32,29,87,109,34,FALSE
91,49,87,8,54,107,74,55,62,28,TRUE
39,47,30,41,91,110,26,94,28,2,FALSE
6,39,29,86,91,60,54,9,31,69,TRUE
39,69,54,28,111,55,43,62,20,12,TRUE
77,62,20,49,55,87,107,41,10,17,TRUE
93,26,39,107,61,85,49,87,28,94,FALSE
74,32,87,55,106,91,47,26,8,28,FALSE
73,70,38,107,87,65,110,20,94,8,TRUE
87,109,78,50,38,10,98,7,30,32,FALSE
32,29,43,54,107,93,68,8,62,28,FALSE
28,23,26,56,49,98,8,97,107,87,FALSE
54,17,26,68,29,110,28,56,111,49,FALSE
54,26,65,17,112,41,50,109,104,74,FALSE
39,41,23,11,30,49,93,87,110,28,FALSE
27,110,43,15,41,93,10,74,20,69,FALSE
26,7,93,88,2,8,34,107,30,55,FALSE
8,18,85,26,68,73,28,91,31,106,FALSE
54,49,65,100,30,60,26,107,109,43,FALSE
13,18,55,110,112,26,28,44,68,75,FALSE
5,41,43,93,107,18,66,65,62,28,TRUE
26,47,41,28,110,21,31,8,87,38,FALSE
75,29,74,9,66,106,110,41,13,26,TRUE
26,54,8,65,45,98,93,49,107,87,TRUE
17,98,77,30,107,110,54,103,2,49,FALSE
46,30,20,29,8,87,110,41,47,18,FALSE
98,55,26,18,32,111,49,8,103,60,FALSE
2,93,86,13,55,38,74,51,30,67,TRUE
26,112,99,49,70,33,53,6,74,27,FALSE
40,9,28,69,50,107,18,98,26,43,FALSE
43,60,77,107,112,68,54,64,98,2,TRUE
5,41,97,93,107,28,27,74,110,2,FALSE
60,28,1,20,47,50,54,80,98,3,FALSE
23,98,54,20,13,8,2,46,87,55,FALSE
41,87,32,71,34,111,74,26,8,65,FALSE
13,67,56,9,87,26,50,29,63,43,TRUE
26,73,28,8,57,110,87,98,72,2,TRUE
38,47,28,75,7,93,26,21,110,41,TRUE
39,58,109,79,38,103,98,110,29,93,FALSE
78,20,6,50,53,58,98,110,41,70,FALSE
29,19,54,5,31,28,20,98,110,38,FALSE
77,50,34,16,38,98,39,41,103,110,TRUE
54,26,55,107,13,87,2,71,8,43,FALSE
49,41,6,110,20,2,54,32,98,87,TRUE
64,32,53,2,41,18,50,55,69,43,FALSE
2,87,93,34,55,49,29,54,32,30,FALSE
18,87,55,86,43,101,69,74,98,28,FALSE
43,87,51,67,110,20,107,41,6,40,TRUE
94,110,41,58,28,17,8,91,38,87,FALSE
74,69,42,20,110,63,103,87,41,8,FALSE
26,54,28,23,19,57,93,34,62,27,FALSE
50,32,41,109,98,43,10,28,107,87,FALSE
54,77,13,86,55,20,8,28,23,21,FALSE
39,1,69,87,107,88,73,72,30,28,FALSE
6,21,13,111,91,73,26,54,38,112,FALSE
77,43,28,87,107,62,5,8,44,2,FALSE
107,8,2,23,98,40,80,62,93,30,TRUE
93,8,55,86,62,10,26,49,38,71,TRUE
20,38,18,49,68,2,110,87,54,74,TRUE
31,10,98,54,20,8,103,41,110,34,TRUE
63,26,80,12,85,87,38,70,17,86,TRUE
67,49,65,62,87,110,93,41,57,43,TRUE
50,73,110,88,59,107,91,98,65,82,TRUE
107,28,43,77,26,93,54,34,62,27,TRUE
112,51,12,86,54,6,20,29,40,94,TRUE
18,43,54,107,30,68,8,28,26,74,TRUE
20,103,77,38,8,32,99,26,55,54,TRUE
2,65,8,87,55,28,107,34,54,30,FALSE
30,23,74,55,67,89,69,103,17,65,TRUE
72,73,69,87,2,28,62,86,98,41,TRUE
54,43,29,68,103,107,1,55,2,74,TRUE
50,107,19,38,89,32,97,26,54,93,TRUE
38,46,2,30,77,74,50,80,8,20,TRUE
13,26,93,58,38,110,29,8,63,20,FALSE
30,98,58,54,69,29,49,2,109,87,TRUE
43,8,87,55,7,44,26,75,56,3,TRUE
49,38,6,20,50,26,44,98,62,55,TRUE
54,22,68,28,32,39,8,87,103,41,FALSE
107,34,87,55,18,62,43,28,29,111,TRUE
52,103,5,8,41,98,18,65,87,32,TRUE
85,10,28,2,87,74,107,26,36,109,FALSE
20,107,46,18,41,26,87,8,29,74,TRUE
87,98,38,1,21,30,43,55,23,93,TRUE
88,67,43,5,28,22,55,109,50,2,FALSE
30,8,2,23,98,93,49,55,107,68,FALSE
13,107,109,41,26,74,20,29,10,8,TRUE
32,11,87,60,8,28,43,107,6,20,FALSE
39,87,99,42,110,28,54,34,50,12,FALSE
98,85,8,28,5,43,69,18,87,107,TRUE
57,20,34,29,18,26,107,28,74,1,TRUE
20,102,13,93,38,28,27,98,62,65,FALSE
93,74,41,87,103,55,20,8,49,110,FALSE
20,41,103,109,65,55,68,107,74,72,TRUE
38,74,55,27,8,60,103,20,43,73,TRUE
26,21,8,31,28,107,54,39,65,58,TRUE
8,30,16,39,57,60,110,44,47,65,FALSE
110,88,87,8,7,103,26,34,28,41,TRUE
28,30,67,102,34,9,106,38,55,87,FALSE
28,20,63,58,8,5,38,87,98,18,FALSE
13,54,110,84,55,3,22,21,67,20,TRUE
87,28,34,93,2,111,88,55,54,74,FALSE
38,65,110,94,30,88,26,20,109,13,FALSE
110,20,28,73,51,54,79,11,103,65,FALSE
20,6,28,34,87,74,29,44,110,26,TRUE
47,29,60,8,90,110,64,43,54,99,FALSE
8,3,74,103,28,50,107,46,65,54,FALSE
110,26,1,54,23,93,68,46,107,65,TRUE
110,32,26,55,49,77,101,74,103,41,TRUE
20,74,87,28,93,110,41,34,26,18,TRUE
91,99,100,73,65,69,98,87,53,10,TRUE
20,34,66,38,48,110,17,26,69,98,FALSE
6,43,69,87,90,77,28,26,55,50,FALSE
38,106,91,15,111,9,54,17,55,87,FALSE
39,8,25,65,87,9,49,102,20,26,TRUE
43,87,59,62,51,23,49,41,26,93,TRUE
17,18,55,107,25,38,69,111,54,43,FALSE
86,44,54,58,28,74,87,103,38,63,TRUE
20,41,103,56,43,73,70,55,107,30,FALSE
29,26,107,77,74,43,54,41,23,87,FALSE
18,51,87,30,34,111,43,28,26,54,FALSE
74,33,8,20,41,31,10,55,54,26,TRUE
74,111,28,54,23,55,87,107,93,49,TRUE
110,88,67,26,55,107,87,43,109,29,FALSE
41,109,17,20,38,39,58,65,54,111,TRUE
38,93,87,107,43,30,62,18,39,9,TRUE
49,5,41,67,110,10,43,55,107,68,FALSE
101,110,38,17,93,65,103,20,98,49,TRUE
55,106,107,77,20,110,73,63,87,28,FALSE
20,2,28,87,74,106,60,98,30,38,FALSE
107,17,1,30,55,109,26,98,110,28,FALSE
38,74,51,5,72,18,43,55,2,20,FALSE
107,13,8,31,54,55,30,74,93,2,TRUE
69,75,20,54,17,110,41,103,42,49,FALSE
41,3,25,2,8,87,43,55,60,54,TRUE
26,38,86,1,39,93,110,30,21,29,FALSE
55,26,107,43,8,21,94,29,30,87,FALSE
97,47,42,26,18,107,10,20,55,15,FALSE
91,42,26,106,65,30,35,95,41,110,FALSE
68,42,103,97,41,5,110,98,1,74,FALSE
38,93,112,49,87,30,94,60,54,57,FALSE
93,74,83,38,7,54,28,32,17,20,TRUE
30,72,31,38,49,20,98,26,99,109,TRUE
3,65,12,74,26,54,32,20,34,75,FALSE
8,49,9,84,28,94,43,41,23,110,FALSE
7,94,68,74,98,39,110,41,51,64,FALSE
79,93,103,49,65,69,26,28,54,17,FALSE
66,13,81,53,91,103,106,110,43,41,FALSE
71,110,62,80,98,87,93,2,43,55,TRUE
87,98,46,32,41,101,91,93,38,106,TRUE
71,95,69,13,53,5,110,28,63,74,FALSE
112,65,98,26,77,87,93,43,110,28,FALSE
73,107,55,110,80,17,9,30,103,41,FALSE
13,28,53,20,32,60,21,26,93,55,TRUE
1,43,65,87,62,110,93,71,55,44,TRUE
87,2,88,98,54,93,36,55,32,68,TRUE
18,43,60,62,30,87,28,107,54,74,FALSE
8,63,38,30,58,80,103,107,98,43,FALSE
17,38,77,110,30,103,28,111,54,43,TRUE
65,47,80,32,85,29,107,72,20,43,FALSE
93,43,60,79,32,87,54,85,65,49,FALSE
57,34,26,97,18,28,87,74,110,1,TRUE
26,55,107,73,8,93,43,29,68,87,TRUE
101,26,76,44,28,54,62,41,43,30,FALSE
68,93,107,49,29,28,26,69,94,74,TRUE
20,61,26,13,1,94,41,68,46,87,TRUE
67,20,98,100,74,87,77,43,110,38,FALSE
103,18,110,46,41,50,74,107,42,28,FALSE
111,74,107,18,55,103,42,43,110,38,TRUE
49,38,6,110,20,39,26,93,29,91,FALSE
39,30,93,55,32,43,60,77,103,87,TRUE
28,35,103,26,98,43,51,87,54,107,FALSE
74,32,33,93,111,17,26,54,91,55,FALSE
8,110,86,98,41,17,29,54,91,20,FALSE
10,87,49,29,2,8,110,106,26,91,TRUE
72,12,87,103,41,20,26,74,106,29,FALSE
20,8,18,28,62,87,55,71,70,74,TRUE
49,38,63,110,87,74,26,1,29,107,TRUE
112,74,54,26,96,55,32,109,87,106,TRUE
74,68,42,55,107,65,8,12,91,20,FALSE
38,8,30,49,103,107,98,63,58,28,FALSE
26,28,75,70,17,74,7,29,87,1,FALSE
28,54,30,111,43,74,31,60,38,109,TRUE
87,26,42,93,23,68,28,94,30,4,FALSE
20,7,98,74,70,8,62,13,54,26,TRUE
29,67,17,7,20,55,26,18,34,103,TRUE
47,69,26,54,28,21,18,29,87,68,TRUE
43,55,110,54,87,28,94,3,20,47,TRUE
67,30,31,43,28,8,54,26,40,35,FALSE
86,106,13,32,55,27,38,47,8,107,TRUE
110,29,39,18,71,103,8,13,86,38,FALSE
28,107,43,8,30,26,110,55,18,49,TRUE
54,49,60,62,30,28,107,17,6,20,TRUE
8,26,110,34,85,111,70,87,21,28,TRUE
25,2,38,110,94,39,41,6,20,50,FALSE
13,55,18,25,2,26,51,103,49,8,FALSE
30,58,38,49,18,98,29,77,32,87,FALSE
111,65,46,63,20,2,16,36,18,39,FALSE
26,18,17,29,75,110,47,87,8,41,FALSE
64,111,55,18,74,29,5,50,11,1,FALSE
20,29,93,31,34,75,72,28,74,9,TRUE
26,28,9,20,6,72,41,5,94,103,FALSE
2,87,28,54,74,43,26,109,38,50,TRUE
20,41,98,68,8,78,109,27,28,107,FALSE
87,5,74,8,29,75,26,18,28,46,TRUE
26,103,18,33,98,2,62,30,15,63,TRUE
96,36,43,54,27,55,106,26,74,32,FALSE
107,49,38,87,93,103,65,5,1,8,FALSE
71,111,94,98,33,8,110,65,54,23,TRUE
26,28,73,103,70,59,9,50,18,87,TRUE
6,30,74,60,55,29,8,87,106,20,FALSE
87,111,8,41,109,6,91,74,26,65,TRUE
63,5,41,103,43,26,91,99,47,93,TRUE
65,54,26,32,34,49,31,41,103,8,FALSE
74,68,106,5,41,20,109,21,28,58,FALSE
41,91,43,88,99,55,20,87,93,49,TRUE
50,59,69,43,20,26,68,73,41,8,FALSE
2,93,87,107,8,67,20,43,30,28,FALSE
93,30,41,110,34,43,20,103,1,29,FALSE
19,87,65,91,72,29,26,103,28,43,FALSE
91,41,99,20,47,44,79,74,110,65,FALSE
55,43,87,18,111,68,67,20,28,39,TRUE
54,26,46,30,29,111,6,74,28,33,FALSE
10,26,55,32,13,49,111,41,103,8,TRUE
46,29,87,107,54,74,26,10,96,20,TRUE
103,63,29,30,98,107,93,50,39,38,TRUE
38,12,64,13,30,20,28,98,53,58,FALSE
111,107,74,56,38,91,8,43,87,55,FALSE
98,26,54,32,61,79,48,60,73,2,FALSE
30,74,41,110,6,43,8,103,20,29,FALSE
69,72,60,111,15,94,27,54,32,55,FALSE
20,111,46,29,1,98,87,55,107,95,FALSE
107,109,110,49,29,26,20,74,77,38,TRUE
71,55,74,109,20,28,8,22,26,32,TRUE
82,65,8,20,107,93,26,17,110,29,TRUE
10,111,53,26,43,6,87,74,20,28,FALSE
97,87,8,86,53,2,18,55,79,98,FALSE
74,63,87,28,107,97,99,50,91,8,TRUE
112,8,34,58,28,55,54,9,87,89,FALSE
32,54,87,88,98,71,29,45,70,20,FALSE
87,107,61,43,8,19,68,65,91,42,TRUE
28,26,29,103,94,98,93,33,87,106,TRUE
50,107,98,18,28,87,10,91,43,38,TRUE
107,93,74,87,38,103,106,26,98,80,TRUE
38,41,74,20,107,30,103,99,73,65,FALSE
103,74,20,6,29,26,87,89,8,55,FALSE
111,33,74,93,41,106,31,56,26,38,FALSE
69,55,73,70,87,33,43,29,30,10,TRUE
58,109,20,65,29,87,69,34,93,38,FALSE
103,93,26,34,41,107,67,43,111,28,FALSE
68,38,15,110,41,2,102,36,25,1,TRUE
110,103,69,93,43,86,91,8,18,28,FALSE
87,98,106,62,55,88,54,8,101,32,FALSE
18,74,110,28,26,72,2,98,43,30,TRUE
26,111,23,8,60,102,38,9,109,43,FALSE
58,109,28,79,73,87,50,34,8,38,TRUE
43,26,70,91,65,30,29,74,109,20,TRUE
50,7,34,8,38,107,98,110,49,80,TRUE
91,2,26,93,34,20,103,109,112,98,TRUE
71,109,112,16,55,88,54,49,86,32,TRUE
87,18,8,68,65,107,109,79,97,55,FALSE
106,26,54,32,65,20,109,110,49,41,TRUE
4,26,65,8,74,111,43,87,67,53,TRUE
68,28,106,20,107,79,103,42,73,65,TRUE
50,91,74,36,29,41,10,98,87,110,TRUE
103,54,28,30,98,87,93,74,26,38,TRUE
2,80,55,26,107,79,109,41,50,15,TRUE
20,22,110,8,41,111,98,10,26,65,FALSE
28,8,54,107,111,32,65,55,50,18,TRUE
91,77,19,20,65,41,98,103,26,43,TRUE
23,111,10,47,38,112,12,55,62,28,FALSE
2,49,26,93,65,20,103,109,106,29,FALSE
68,98,29,32,54,100,65,64,111,102,TRUE
111,43,41,87,25,69,47,54,58,27,TRUE
29,85,38,64,47,91,9,19,107,58,FALSE
62,112,18,12,55,58,87,8,39,38,TRUE
58,25,38,20,8,26,103,93,98,65,FALSE
111,52,8,87,65,20,109,29,32,28,FALSE
26,111,29,18,17,55,98,8,2,30,FALSE
74,110,8,103,29,98,31,41,86,10,TRUE
87,110,98,8,38,106,26,17,20,55,TRUE
41,107,98,68,65,20,109,43,29,60,TRUE
63,8,28,90,32,89,2,88,87,54,FALSE
32,17,87,8,51,26,55,62,18,94,FALSE
26,11,8,32,65,28,111,43,109,87,FALSE
110,87,41,97,44,109,111,8,26,28,FALSE
28,5,29,103,74,69,6,32,30,46,FALSE
28,90,54,36,4,111,103,98,2,63,TRUE
41,94,9,79,103,65,53,67,38,20,TRUE
41,69,5,56,9,26,65,103,18,98,TRUE
74,87,8,107,60,110,41,46,20,6,FALSE
6,30,41,103,46,111,26,74,55,109,FALSE
52,88,8,87,28,98,26,55,32,94,TRUE
8,49,65,62,75,99,55,93,110,30,TRUE
110,41,107,72,73,29,87,8,109,31,FALSE
39,26,93,107,55,85,43,72,28,87,FALSE
98,87,109,107,41,106,32,8,26,2,TRUE
43,20,2,107,67,28,10,87,74,103,FALSE
20,52,38,110,8,111,93,74,58,55,TRUE
98,26,8,110,55,28,39,2,30,11,TRUE
49,8,87,28,38,86,39,69,55,54,FALSE
98,87,54,2,28,107,49,55,8,30,TRUE
2,23,5,109,9,7,43,107,77,87,TRUE
48,49,51,37,32,87,28,72,43,85,TRUE
7,111,8,18,9,78,109,26,103,55,TRUE
93,111,17,87,55,106,107,109,20,41,FALSE
20,67,28,49,50,29,93,32,30,98,FALSE
30,103,98,54,28,8,20,29,33,13,TRUE
41,74,38,111,103,30,93,107,28,43,TRUE
41,100,50,109,9,32,34,103,87,54,FALSE
98,28,8,87,85,49,26,63,55,32,TRUE
103,109,20,65,41,107,81,26,98,28,TRUE
78,87,93,50,38,65,107,59,8,111,TRUE
29,18,73,20,103,107,54,50,74,28,TRUE
98,87,41,110,8,6,103,74,20,28,TRUE
74,63,26,103,29,41,54,110,58,39,TRUE
102,87,55,8,74,32,28,112,54,46,TRUE
20,50,34,38,109,111,106,43,41,87,TRUE
93,43,38,20,103,87,55,107,56,49,FALSE
54,26,80,34,20,74,107,68,38,67,TRUE
103,1,13,32,38,83,65,98,109,20,TRUE
73,87,72,29,31,41,23,5,109,43,FALSE
60,63,55,26,98,79,25,91,94,38,FALSE
20,98,18,107,55,111,8,87,49,38,TRUE
73,38,77,58,50,23,60,17,87,109,FALSE
41,31,38,30,94,106,79,109,87,88,FALSE
30,20,73,109,41,55,18,38,27,34,TRUE
20,56,41,107,74,98,60,87,8,49,TRUE
93,49,65,107,20,28,98,87,38,63,TRUE
91,26,28,93,98,31,87,99,18,74,FALSE
74,41,6,110,20,38,43,112,54,103,TRUE
103,109,3,13,98,91,106,20,52,65,TRUE
34,32,8,87,55,4,91,65,26,99,FALSE
73,93,28,32,26,41,69,5,89,9,FALSE
2,80,49,110,107,19,31,56,26,38,TRUE
103,41,46,87,38,50,26,98,93,29,TRUE
6,49,21,66,91,29,87,34,77,20,TRUE
20,110,98,8,38,46,107,93,111,55,TRUE
107,51,74,67,87,91,47,41,20,6,FALSE
34,55,77,62,87,74,109,32,50,2,FALSE
2,1,29,79,98,50,34,10,107,41,FALSE
3,48,112,73,38,87,29,11,54,107,TRUE
50,8,39,32,38,43,30,70,91,65,TRUE
103,65,5,54,36,15,28,20,31,98,TRUE
98,111,8,107,55,20,103,43,28,18,FALSE
30,68,94,28,1,23,87,41,98,43,FALSE
32,67,5,65,55,29,8,49,87,62,FALSE
87,28,21,81,20,55,73,93,91,31,FALSE
50,91,8,1,65,107,44,112,34,55,TRUE
107,93,50,73,29,84,109,55,79,70,FALSE
63,91,23,41,99,2,87,55,8,65,FALSE
65,50,8,86,80,107,109,20,74,2,TRUE
86,8,46,32,55,71,98,111,109,38,FALSE
50,80,18,7,98,110,2,74,54,107,TRUE
31,87,65,8,73,90,70,50,55,54,TRUE
74,28,20,18,102,103,26,93,38,9,FALSE
2,49,55,112,93,7,109,15,20,107,TRUE
68,38,106,70,107,86,109,20,98,65,FALSE
20,74,103,18,38,112,50,43,109,28,FALSE
26,98,109,110,41,91,17,38,20,70,TRUE
3,98,29,32,77,62,86,54,80,13,TRUE
112,98,107,106,29,79,109,7,25,38,TRUE
32,17,87,8,51,103,19,55,79,73,TRUE
32,112,93,43,55,30,109,67,20,29,TRUE
103,74,26,93,38,29,98,8,107,87,FALSE
20,98,42,7,38,2,43,55,112,41,FALSE
20,23,63,98,65,55,22,54,107,68,FALSE
62,74,26,10,55,111,98,93,20,41,TRUE
107,98,111,10,60,2,8,55,87,46,FALSE
66,65,38,71,54,101,110,41,104,49,FALSE
110,8,55,26,95,65,43,80,107,111,FALSE
7,9,38,26,54,79,103,109,74,28,TRUE
20,98,55,26,18,65,94,8,107,111,TRUE
28,18,87,49,26,8,107,74,68,29,FALSE
54,49,65,62,20,63,98,38,87,83,FALSE
74,12,112,55,107,87,8,103,2,17,TRUE
41,23,111,89,43,49,29,54,103,87,TRUE
2,107,74,86,61,85,33,109,50,10,TRUE
74,33,72,41,20,87,69,107,54,73,TRUE
59,9,7,50,103,41,23,110,89,17,TRUE
65,9,10,32,111,107,55,93,43,87,TRUE
19,103,39,29,91,30,26,41,98,74,FALSE
54,49,28,107,87,39,26,93,91,29,TRUE
87,41,38,34,63,110,88,54,20,109,FALSE
39,54,32,87,61,41,50,47,6,3,FALSE
98,8,103,26,55,107,54,56,20,29,FALSE
66,41,63,20,43,39,28,87,85,8,FALSE
2,55,54,13,75,73,111,109,29,20,FALSE
54,43,2,57,87,107,8,39,20,77,TRUE
46,41,109,50,107,26,98,33,74,54,FALSE
69,29,34,72,26,73,109,20,107,28,FALSE
47,103,93,110,20,55,23,5,109,88,FALSE
41,94,38,79,103,32,17,87,98,54,TRUE
17,87,54,28,85,29,107,49,18,68,FALSE
20,98,7,109,28,22,50,8,86,53,FALSE
93,43,62,107,30,28,103,87,98,9,FALSE
74,86,72,41,110,1,98,51,37,32,TRUE
75,65,5,54,55,41,3,17,6,50,FALSE
43,87,54,103,65,50,80,86,109,29,FALSE
106,90,93,26,38,112,43,86,8,29,TRUE
74,8,107,69,87,110,49,10,26,41,FALSE
54,98,55,71,30,10,62,41,43,111,TRUE
8,87,94,2,62,65,29,89,20,101,FALSE
107,41,111,43,98,79,18,13,26,55,FALSE
103,93,74,111,41,20,43,16,67,55,TRUE
41,9,38,30,62,80,102,5,93,43,TRUE
1,43,29,32,87,65,107,8,18,68,FALSE
43,79,107,80,109,26,98,74,54,112,TRUE
23,74,26,21,67,41,98,20,110,109,FALSE
3,43,91,81,38,50,74,93,60,55,TRUE
87,57,103,94,38,85,80,91,28,98,FALSE
29,7,74,26,72,9,87,98,93,107,FALSE
50,107,34,18,38,87,110,41,43,8,FALSE
26,54,30,29,13,28,43,110,44,86,FALSE
74,88,18,87,38,53,20,98,94,7,TRUE
62,87,46,20,98,9,34,18,57,97,TRUE
103,65,101,94,38,50,74,86,41,98,FALSE
26,12,54,87,53,38,46,8,32,112,FALSE
26,9,41,110,33,38,43,80,107,79,FALSE
103,73,78,111,54,31,26,72,74,41,FALSE
87,69,93,80,38,26,20,12,8,29,TRUE
26,60,41,47,55,111,46,95,32,28,FALSE
111,40,109,87,38,69,39,112,54,28,TRUE
9,107,12,111,41,103,65,61,20,93,FALSE
74,56,41,87,107,23,49,65,20,18,FALSE
54,107,17,20,38,112,94,8,29,103,TRUE
106,20,109,32,61,69,8,2,41,110,TRUE
57,101,17,109,20,98,103,87,67,9,FALSE
87,26,28,98,46,54,20,94,107,29,FALSE
88,23,5,54,43,107,17,55,10,26,TRUE
98,20,19,91,38,30,26,29,109,56,FALSE
55,57,87,109,17,110,34,103,26,18,TRUE
74,109,20,107,38,111,26,29,8,43,TRUE
49,31,17,30,6,93,29,18,112,32,FALSE
60,11,55,87,93,29,23,5,8,99,TRUE
103,63,73,111,41,19,30,99,91,65,FALSE
8,33,74,20,65,43,87,106,107,29,TRUE
23,17,55,20,93,60,103,87,98,43,FALSE
8,58,34,20,41,109,13,26,107,29,TRUE
107,41,46,26,55,97,30,8,32,80,FALSE
89,30,29,86,98,10,69,74,87,41,TRUE
29,18,46,107,68,65,8,87,110,28,TRUE
87,93,13,32,38,50,8,28,107,98,FALSE
110,55,103,94,8,32,38,87,106,13,FALSE
74,18,69,30,41,94,107,98,26,61,FALSE
29,107,67,49,68,94,18,32,55,30,TRUE
103,109,17,50,41,112,34,91,19,28,TRUE
71,12,98,64,55,80,26,28,32,106,FALSE
91,19,17,3,41,50,74,107,8,28,FALSE
32,26,55,93,22,111,1,43,30,28,TRUE
74,109,50,87,41,94,63,17,110,20,TRUE
112,74,86,98,41,65,20,109,50,61,FALSE
50,41,91,36,80,106,87,28,62,98,TRUE
38,110,20,74,41,28,98,80,66,112,TRUE
85,34,86,94,60,78,50,8,27,53,FALSE
62,112,54,43,29,38,9,70,3,91,TRUE
